公示批次链接,名称缩减
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01338b63e2b6353e402881a7337d7ae8&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年10月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01336d86929d0fee402881a6336ccd63&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年10月(上旬)全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0133117934e701d0402881a633116fb5&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年09月(下旬)全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0132af414a81093a402881a732ae5524&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年09月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01326c5d5e151b9c402881a6326a8e4e&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年08月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0132282b208010b0402881a732237dea&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年08月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0131d029bf3628d0402881a731bd82ab&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年07月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013169a68f085e86402881a63150143b&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年07月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01311d065bbe3ccc402881a6310929c8&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年06月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=0130d3f213925356402881a630bbee37&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年06月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=01307876ac845337402881a63053ee15&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年05月（下旬）全国电影剧本（梗概）备案的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=013030b3f696010e402881a63030af25&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年05月（上旬）全国电影剧本（梗概）备案的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=012fe87e64202981402881a62fdcab87&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年04月（下旬）全国电影剧本（梗概）备案的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=012f9b3603a71cf4402881a72f8fb952&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年04月（上旬）全国电影剧本（梗概）备案的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=012f533b55390cf4402881a62f528edf&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年03月（下旬）全国 电影剧本（梗概）备案的通知
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=012eebd2c23702e6402881a72eeb6174&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年03月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=012e9e8c10b8042e402881a62e9dad10&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年02月（下旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=012e69db00de0179402881a72e69c86c&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年02月（上旬）全国电影剧本（梗概）备案、立项公示的通...
http://dy.chinasarft.gov.cn/shanty.deploy/blueprint.nsp?id=012e3168f10c0921402881a72e2c46ad&templateId=0129f8148f650065402881cd29f7df33,广电总局电影局关于2011年01月（下旬）全国 电影剧本（梗概）备案、立项公示的...
